ATM_ID,Date,Opening_Cash,Cash_Loaded,Total_Withdrawal,Closing_Cash,Number_of_Transactions,Failed_Transactions,Downtime_Minutes,Customer_Complaints,Maintenance_Status,Refill_Date,Refill_Amount,Refill_Cost,Health_Score,Need_Refill,Days_Since_Last_Refill
ATM1020,7/17/2025,860948.21,700000,679894.05,128233.89,476,13,16,3,Normal,7/15/2025,0,0,100,NO,11
ATM1046,7/13/2025,824717.14,0,782025.06,859708.31,409,7,13,2,Required,9/28/2025,0,0,83.9,NO,6
ATM1013,3/8/2025,689175.69,500000,223441.86,150282.52,427,7,10,1,Normal,11/11/2025,0,3500,58.9,NO,3
ATM1006,6/14/2025,432747.17,500000,302431.15,823116.87,576,9,10,1,Normal,10/30/2025,500000,3500,83.8,NO,5
ATM1030,11/23/2025,623847.02,700000,74902.3,279112.21,533,7,12,3,Normal,10/2/2025,0,0,100,NO,0
ATM1003,10/9/2025,1116750.52,700000,534246.93,286668.9,101,8,14,3,Normal,11/6/2025,300000,3500,75.9,NO,13
ATM1026,2/24/2025,1111671.57,500000,192860.07,849212.04,110,7,8,1,Normal,5/7/2025,500000,3500,61.9,NO,13
ATM1001,3/9/2025,304566.96,500000,559769.23,991627.09,34,4,17,0,Normal,8/1/2025,500000,3500,82,NO,11
ATM1013,7/19/2025,875883.82,0,204863.68,331035.26,332,1,12,2,Normal,7/11/2025,0,3500,88,NO,0
ATM1041,3/4/2025,1125227,0,548526.38,176225.91,229,3,7,6,Normal,4/2/2025,300000,0,69.8,NO,12
ATM1050,11/3/2025,931932.54,500000,690452.26,299277.28,124,6,14,0,Required,10/2/2025,300000,2500,73.4,YES,0
ATM1010,7/30/2025,277008.88,500000,571895.46,346573.51,229,4,9,1,Normal,12/11/2025,0,2500,98,NO,11
ATM1017,6/1/2025,357427.15,300000,337071.17,443389.34,496,1,13,1,Normal,1/13/2025,0,0,98.5,NO,14
ATM1042,4/13/2025,393839.99,0,387821.63,453690.8,158,5,10,3,Normal,11/22/2025,700000,2500,100,NO,3
ATM1014,7/8/2025,670798,0,794937.04,122285.92,195,6,17,1,Normal,8/26/2025,300000,0,86.8,NO,4
ATM1042,5/22/2025,924499.4,0,598518.88,623851.27,569,4,14,3,Normal,6/10/2025,0,0,77.9,YES,9
ATM1031,4/6/2025,540194.18,700000,267712.66,426635.4,581,5,6,5,Normal,6/23/2025,0,2500,90,NO,2
ATM1010,8/30/2025,1115402.48,0,648210.15,103033.46,314,5,17,1,Normal,11/22/2025,0,0,77.8,NO,7
ATM1048,11/22/2025,581103.01,0,300410.69,861132.58,580,7,9,4,Normal,5/3/2025,500000,0,75.8,YES,1
ATM1041,4/21/2025,1194259.47,0,440702.66,355283.17,125,5,11,0,Normal,11/1/2025,0,0,90.2,NO,9
ATM1014,5/17/2025,1084861.37,0,641204.85,612489.79,287,8,15,7,Required,2/9/2025,0,2500,67.5,YES,6
ATM1023,5/4/2025,319170.91,300000,373109.77,854718.96,214,5,11,2,Normal,6/14/2025,0,0,82.9,NO,5
ATM1007,6/3/2025,392336.08,0,794577.99,93110.27,274,5,10,3,Normal,3/1/2025,0,2500,85.3,NO,3
ATM1038,11/5/2025,478118.69,0,520564.46,795294.98,118,3,7,1,Normal,7/3/2025,300000,0,92.1,NO,13
ATM1020,7/28/2025,269619.91,0,683701.42,760505.25,58,6,8,2,Normal,8/17/2025,0,2500,81,NO,8
ATM1004,9/25/2025,523469.68,0,459133.51,193235.82,49,7,9,0,Normal,4/16/2025,300000,0,77.4,NO,9
ATM1031,12/1/2025,609545.89,500000,544783.31,278515.54,425,5,11,1,Normal,9/26/2025,0,3500,92.4,NO,12
ATM1022,9/2/2025,1145863.75,0,645956.1,465668.59,389,9,13,2,Normal,7/30/2025,0,3500,96,YES,7
ATM1044,6/7/2025,691365.9,0,606284.94,205904.01,367,6,13,9,Normal,9/10/2025,0,0,58.1,NO,0
ATM1037,3/25/2025,618349.27,0,801652.57,293123.81,400,11,5,1,Normal,10/30/2025,0,3500,100,YES,11
ATM1022,12/21/2025,796409.11,500000,652444.54,819307.23,374,3,11,0,Normal,8/25/2025,500000,2500,91.9,NO,0
ATM1009,8/31/2025,567362.41,300000,133170.36,421107.48,241,8,16,1,Normal,10/25/2025,0,2500,81.2,YES,0
ATM1021,7/31/2025,873424.31,0,219571.57,225394.05,223,4,14,3,Normal,3/31/2025,0,0,67.7,NO,6
ATM1034,7/19/2025,1141695.47,0,116304.08,853648.67,319,3,13,2,Normal,6/27/2025,0,0,39.1,NO,3
ATM1024,12/15/2025,301651.87,300000,197054.77,667750.66,192,2,14,2,Required,6/15/2025,500000,0,66.6,NO,2
ATM1037,7/3/2025,905567.22,300000,92060.74,756254.4,43,8,8,2,Normal,2/16/2025,0,3500,92.5,NO,6
ATM1022,1/21/2025,670817.7,500000,791673.44,575858.66,406,4,12,3,Normal,3/1/2025,0,0,73.9,YES,5
ATM1033,3/31/2025,905477.17,500000,135877,681587.42,332,7,10,3,Required,11/27/2025,0,0,78,NO,10
ATM1036,10/23/2025,1138518.41,700000,301527.16,816880.4,240,2,11,0,Normal,7/19/2025,700000,0,88.7,NO,1
ATM1031,8/21/2025,344473.74,0,785997.61,130415.94,395,4,9,2,Required,6/6/2025,0,3500,82.9,NO,11
ATM1001,2/22/2025,782781.28,300000,132730.61,649583.32,238,9,10,2,Required,3/22/2025,0,0,83.8,NO,3
ATM1047,8/17/2025,576308.91,700000,875774.08,810324.97,369,9,12,2,Normal,10/25/2025,0,0,80.4,NO,12
ATM1037,1/20/2025,1055274.12,500000,677561.82,720706.61,562,5,15,4,Normal,10/15/2025,0,0,83.7,NO,6
ATM1032,1/29/2025,1057942.35,700000,724950.31,817276.04,193,5,6,6,Normal,2/9/2025,300000,2500,84,YES,7
ATM1015,3/8/2025,674956.83,0,144149.83,201496.69,140,8,11,1,Normal,5/8/2025,300000,3500,90,NO,4
ATM1004,11/15/2025,558543.08,0,439378.61,736623.72,79,16,12,2,Normal,5/27/2025,0,0,88.2,YES,8
ATM1049,2/19/2025,1077675.84,0,162902.5,558227.18,126,12,13,1,Normal,12/2/2025,0,2500,71.9,YES,6
ATM1024,11/29/2025,662720.23,500000,853121.57,56765.28,341,4,10,3,Normal,8/22/2025,700000,3500,64.1,NO,12
ATM1042,1/3/2025,871942,300000,240651.76,895773.49,80,3,11,1,Normal,10/11/2025,300000,3500,83.2,NO,7
ATM1015,2/7/2025,743624.52,0,327407.91,171539.79,336,6,13,1,Normal,7/20/2025,300000,0,71.6,NO,14
ATM1026,1/1/2025,548807.45,500000,147062.36,277475.16,396,6,13,3,Normal,4/19/2025,700000,0,70.2,NO,12
ATM1008,12/28/2025,1044279.83,0,834885.39,960527.18,586,7,12,4,Normal,3/21/2025,700000,0,85.6,NO,11
ATM1019,4/6/2025,732881.44,0,161201.18,504361.03,347,7,11,2,Normal,6/27/2025,500000,0,70.4,YES,4
ATM1043,1/20/2025,389816.63,300000,195067.84,568432.14,396,3,22,4,Required,7/30/2025,0,3500,100,NO,1
ATM1048,2/19/2025,859421.39,300000,403466.68,903897.91,141,4,12,1,Normal,1/12/2025,500000,3500,76.5,NO,12
ATM1049,8/24/2025,1156395.84,500000,684000.27,559161.77,80,2,14,1,Normal,11/12/2025,500000,3500,85.8,NO,11
ATM1017,7/27/2025,787758.21,500000,232724.12,573961.37,124,5,16,1,Normal,3/5/2025,0,3500,79.7,NO,9
ATM1009,4/3/2025,848380.9,500000,266775.82,446774.42,38,6,16,2,Normal,4/19/2025,500000,0,100,YES,11
ATM1010,2/12/2025,817530.11,0,847431.54,716325.33,277,7,10,3,Required,10/28/2025,0,3500,71.7,NO,2
ATM1017,8/19/2025,595309.83,0,883083.67,281529.13,440,6,15,1,Normal,7/19/2025,500000,2500,96.3,NO,3
ATM1043,7/20/2025,1108299.49,0,583022.65,683283.01,252,10,14,1,Normal,4/23/2025,300000,0,74.5,YES,14
ATM1029,8/27/2025,617650.91,0,576818.18,284822.92,576,3,9,4,Normal,9/8/2025,0,3500,84.9,NO,13
ATM1019,4/26/2025,551822.87,500000,876101.99,338767.01,356,6,10,1,Required,6/4/2025,700000,0,62.2,NO,2
ATM1001,6/21/2025,859005.43,0,249777.78,631739.03,559,7,10,1,Normal,7/27/2025,0,3500,95.5,YES,8
ATM1015,4/1/2025,900295.77,0,833864.39,287321.19,371,4,13,3,Normal,5/15/2025,300000,0,71.2,NO,10
ATM1046,9/13/2025,1127888.4,0,183731.17,423733.82,50,7,9,4,Normal,12/26/2025,300000,3500,74.5,NO,0
ATM1008,5/24/2025,307466.65,0,562727.77,785863.08,296,4,11,2,Normal,2/27/2025,700000,0,67.7,NO,13
ATM1038,9/8/2025,771660.78,500000,206200.08,380643.64,178,7,13,0,Normal,1/8/2025,0,0,74.6,NO,8
ATM1029,2/5/2025,425985.41,500000,364148.17,498357.88,249,10,13,5,Normal,8/28/2025,500000,0,90.5,YES,10
ATM1002,1/11/2025,739502.49,700000,456897.4,55020.11,424,5,13,1,Normal,5/23/2025,0,2500,71.7,YES,10
ATM1010,1/9/2025,1079490.85,0,475691.4,473274.91,150,6,15,0,Normal,4/1/2025,0,3500,78,NO,7
ATM1021,6/17/2025,783364.32,500000,463683.27,910856.81,522,12,6,3,Normal,11/18/2025,0,0,71,NO,3
ATM1034,3/13/2025,1193270.79,0,887957.46,597177.06,551,2,12,2,Normal,11/12/2025,500000,2500,86.1,YES,9
ATM1031,4/22/2025,512000.72,300000,844851.6,249748.38,201,7,13,3,Normal,3/14/2025,300000,3500,81.4,YES,3
ATM1022,4/28/2025,806506.72,500000,574042.23,158190.98,238,6,14,5,Normal,4/25/2025,0,0,73,YES,11
ATM1010,1/5/2025,572953.52,0,543700.61,481956.18,38,7,12,1,Normal,8/18/2025,0,0,87.1,YES,12
ATM1014,8/18/2025,783331.6,0,292621.72,555489.71,288,8,10,1,Normal,5/28/2025,0,2500,99.5,NO,1
ATM1042,2/10/2025,373530.69,0,668195.15,325490.85,412,6,9,2,Normal,9/14/2025,300000,2500,70.7,YES,7
ATM1023,2/22/2025,1106409.27,0,896794.34,820263.36,181,9,14,3,Normal,5/28/2025,0,3500,67.6,NO,13
ATM1001,11/20/2025,314403.06,500000,52990.9,261082.36,231,5,10,4,Normal,3/18/2025,0,3500,74.9,NO,13
ATM1022,3/14/2025,769488.58,500000,737880.34,94412.82,86,5,14,3,Normal,7/7/2025,300000,0,100,NO,11
ATM1030,10/29/2025,1163525.3,0,57261.35,277285.42,590,7,16,1,Required,2/28/2025,500000,0,73.2,NO,14
ATM1003,6/23/2025,1018238.06,0,616993.08,111210.27,439,3,9,1,Normal,7/31/2025,700000,0,59,NO,9
ATM1043,3/15/2025,660025.02,0,786479.42,124448.38,385,6,16,4,Normal,3/22/2025,300000,2500,69.6,NO,6
ATM1022,1/21/2025,637662.34,0,528498.09,927240.97,412,7,21,0,Normal,5/23/2025,0,0,66.7,YES,3
ATM1045,5/30/2025,280395.31,700000,467357.34,364535.24,545,6,9,1,Normal,2/20/2025,500000,3500,83.4,NO,3
ATM1032,5/2/2025,365589.86,500000,576282.14,62764.48,165,7,13,2,Normal,11/12/2025,0,2500,94.6,YES,3
ATM1035,9/22/2025,1187053.67,0,335205.31,392903.92,375,6,21,3,Normal,5/18/2025,0,0,95.1,YES,14
ATM1032,5/4/2025,1130576.24,700000,861494.37,163175.16,476,4,15,2,Normal,4/3/2025,500000,3500,81.7,NO,3
ATM1023,6/8/2025,960146.43,0,465126.05,962687.18,62,6,16,1,Normal,5/24/2025,0,3500,78.5,NO,8
ATM1044,1/15/2025,284054.67,300000,724094.17,544165.5,357,4,10,2,Normal,2/10/2025,0,3500,78.3,NO,2
ATM1007,3/24/2025,1165906.67,700000,63820.38,823191.71,353,9,12,0,Required,5/7/2025,0,0,86.1,NO,6
ATM1048,1/22/2025,373113.93,0,819548.7,415101.03,262,5,15,1,Normal,9/6/2025,0,3500,69.4,YES,1
ATM1003,4/25/2025,264358.71,0,714990.68,67572.08,439,4,17,3,Normal,3/31/2025,0,2500,76.1,NO,2
ATM1028,5/26/2025,796730.18,0,98498.56,159041.33,531,5,10,3,Normal,9/21/2025,500000,2500,68.4,NO,4
ATM1028,8/29/2025,1039328.78,0,161663.5,881685.27,195,4,10,2,Normal,3/30/2025,0,0,81.6,NO,0
ATM1005,4/20/2025,1110692.12,300000,317686.38,725429.08,198,4,10,1,Required,1/14/2025,500000,0,88.2,NO,6
ATM1032,3/21/2025,551984,0,554309.8,554912.53,325,5,9,3,Normal,12/20/2025,300000,0,73.4,NO,7
ATM1014,5/8/2025,957693.95,0,330835.31,768744.9,288,6,14,2,Normal,12/18/2025,0,2500,62.7,YES,0
ATM1048,12/13/2025,863349.89,0,604320.67,733496.79,66,6,19,1,Normal,7/12/2025,0,0,94.1,NO,7
ATM1006,10/24/2025,680783.17,0,828776.52,67870.66,517,9,12,0,Normal,6/25/2025,0,0,91.3,NO,9
ATM1031,8/25/2025,1082188.67,0,621953.63,69695.54,150,5,11,6,Normal,5/7/2025,300000,3500,64.7,NO,1
ATM1031,3/3/2025,779018.49,0,813012.78,734576.62,566,11,15,3,Normal,9/16/2025,300000,3500,79.4,YES,11
ATM1005,4/27/2025,1033129.2,0,287307.31,107311.49,546,8,12,3,Normal,12/1/2025,0,2500,93.2,NO,4
ATM1008,2/27/2025,373080.26,500000,572613.25,380113.5,394,4,18,1,Normal,5/14/2025,500000,2500,78.9,NO,11
ATM1048,3/29/2025,829265.82,0,570424.25,56035.28,518,6,9,1,Normal,5/14/2025,500000,0,88.2,NO,14
ATM1026,1/18/2025,916766.99,0,362513.94,766035.08,262,7,11,2,Normal,9/12/2025,500000,3500,72.3,NO,4
ATM1035,7/16/2025,1082574.89,0,412458.11,845525.33,578,7,11,3,Normal,4/27/2025,500000,0,84.3,YES,6
ATM1046,8/11/2025,1172053.24,0,642206.28,440128.57,35,7,9,3,Required,6/30/2025,700000,0,66,YES,8
ATM1029,7/14/2025,325488.48,500000,667480.78,764656.86,354,4,8,1,Normal,1/11/2025,700000,3500,77.3,NO,1
ATM1020,6/16/2025,774194.19,0,817073.52,155098.08,305,8,13,3,Normal,5/25/2025,300000,0,99.5,YES,10
ATM1031,5/3/2025,754689.71,0,511352.17,828582.09,547,8,14,2,Required,1/11/2025,300000,0,93.6,NO,13
ATM1040,12/5/2025,453066.12,0,869520.15,862531.35,254,1,14,2,Required,12/12/2025,0,0,88,NO,6
ATM1048,1/11/2025,619323.65,0,766699.38,346235.08,364,8,12,1,Normal,3/8/2025,300000,3500,82.4,YES,13
ATM1026,11/2/2025,497556.38,500000,601690.99,166308.19,291,11,13,1,Normal,9/15/2025,0,2500,78.3,NO,11
ATM1024,8/11/2025,1068790.54,0,891567.27,549260.6,70,4,12,2,Normal,10/25/2025,0,2500,59.1,YES,8
ATM1023,7/19/2025,344988.43,0,314908.71,708292.09,181,16,9,2,Normal,12/3/2025,0,0,75.3,NO,5
ATM1048,8/25/2025,454512.95,500000,433970.32,970375.52,131,5,9,2,Normal,1/2/2025,300000,3500,79.9,NO,12
ATM1042,3/13/2025,1191294.01,300000,898338.96,623324.87,100,5,12,4,Normal,6/2/2025,500000,2500,66.6,NO,7
ATM1028,11/3/2025,613772,0,564401.75,664244.38,318,5,17,2,Required,4/21/2025,300000,3500,56,NO,13
ATM1005,8/9/2025,833452.91,0,542116.45,183425.87,236,8,9,1,Normal,1/16/2025,0,0,100,YES,8
ATM1008,6/30/2025,1028847.85,0,94206.28,519052.95,301,4,15,5,Required,11/19/2025,0,3500,90.5,NO,8
ATM1017,3/10/2025,364354.87,500000,804232,162842.57,37,7,15,1,Normal,6/30/2025,0,3500,75.1,NO,5
ATM1050,12/22/2025,1025986.16,500000,650700.99,333510.75,584,6,16,1,Normal,3/10/2025,0,3500,90.3,NO,13
ATM1045,7/27/2025,804419.68,500000,559397.3,92705.59,381,4,14,2,Normal,11/26/2025,500000,0,85.1,YES,5
ATM1017,11/2/2025,588513.53,0,135988.68,276617.05,448,7,17,1,Normal,12/27/2025,500000,0,96.7,NO,8
ATM1003,2/21/2025,660305.66,500000,526364.26,550869.93,147,4,11,4,Normal,5/17/2025,500000,2500,80.2,YES,9
ATM1022,9/22/2025,866873.21,0,303392.79,572362.04,535,5,12,3,Required,11/29/2025,500000,0,57.3,NO,7
ATM1050,5/21/2025,276733.54,0,829259.52,365181.01,577,7,9,1,Normal,5/13/2025,300000,3500,60.8,NO,10
ATM1008,10/16/2025,1194676.03,500000,473743.87,263779.72,527,7,11,2,Normal,4/13/2025,700000,0,88.7,NO,2
ATM1037,7/28/2025,513736.23,0,169416.94,782383.51,215,6,7,0,Normal,10/20/2025,0,0,68.7,NO,12
ATM1017,8/27/2025,907841.41,0,125543.2,249768.17,447,3,14,1,Normal,12/1/2025,0,0,65.9,NO,1
ATM1030,5/31/2025,411532.7,0,365312.8,676463.21,174,3,17,1,Normal,5/28/2025,0,3500,81.7,NO,13
ATM1049,9/4/2025,408433.26,500000,723541.3,630751.47,273,5,11,0,Normal,4/25/2025,500000,0,68.8,NO,6
ATM1034,5/9/2025,775140.82,0,659706.5,511307.3,563,3,10,0,Normal,8/11/2025,0,0,83,NO,13
ATM1040,11/17/2025,804095.06,0,472668.22,723515.99,48,13,14,1,Normal,7/16/2025,0,0,87,YES,2
ATM1022,6/10/2025,891721.45,500000,331433.14,724355.33,421,10,16,2,Normal,6/17/2025,0,3500,75.8,NO,2
ATM1023,9/14/2025,569576.94,0,851570.75,335249.89,81,4,12,2,Normal,3/15/2025,500000,0,97.4,NO,12
ATM1017,1/2/2025,348852.69,0,641258.04,482407.63,182,6,10,4,Required,5/3/2025,0,3500,90,NO,8
ATM1020,1/17/2025,455388.46,0,327535.08,380772.52,337,10,14,0,Normal,10/6/2025,0,3500,75,YES,10
ATM1028,7/13/2025,703580.96,300000,164060.32,96205.04,329,3,17,2,Normal,4/20/2025,500000,0,65.2,YES,4
ATM1006,1/23/2025,561602.01,700000,641232.87,851365.94,420,8,16,4,Normal,6/9/2025,500000,3500,84.9,YES,8
ATM1016,4/13/2025,920064.66,0,475301.43,287076.23,53,11,16,1,Normal,3/4/2025,0,3500,85.5,NO,4
ATM1039,1/15/2025,795384.35,0,744788.47,820754.43,371,8,13,2,Normal,2/2/2025,500000,0,74.7,YES,11
ATM1034,1/23/2025,745890.54,500000,447426.28,661396.68,35,6,12,6,Normal,8/29/2025,500000,0,87.6,NO,4
ATM1047,7/21/2025,956829.92,0,630742.42,504385.38,500,9,9,3,Normal,1/26/2025,300000,0,60,YES,13
ATM1026,12/27/2025,1098975.57,0,562004.77,593324.77,130,5,12,1,Normal,11/2/2025,300000,0,84,YES,1
ATM1017,1/3/2025,307999.27,0,459106.07,238765.03,58,6,14,1,Normal,7/13/2025,0,3500,61.5,NO,2
ATM1021,3/27/2025,949884.01,0,555426.38,962052.07,26,8,13,0,Normal,4/14/2025,500000,0,72.6,YES,11
ATM1050,9/23/2025,567514.91,0,825366.68,715788.46,272,6,17,1,Normal,11/15/2025,0,0,77.2,YES,13
ATM1010,11/6/2025,638756.88,500000,354694.46,763398.97,57,6,7,0,Normal,8/26/2025,0,0,96.1,NO,6
ATM1012,7/15/2025,1052993.51,0,119069.39,970725.81,346,10,9,3,Normal,9/23/2025,0,0,82.9,NO,2
ATM1003,6/4/2025,513276.94,0,771773.74,383685.88,576,5,13,3,Normal,4/24/2025,700000,0,92.2,NO,6
ATM1044,8/19/2025,467130.49,0,643462.82,578637.33,93,7,15,1,Normal,2/16/2025,300000,2500,100,NO,3
ATM1048,7/28/2025,568357.22,0,120244.9,605523.18,574,5,7,4,Normal,10/26/2025,300000,0,56,YES,2
ATM1046,8/17/2025,1145516.17,500000,332243.94,730547.94,564,3,10,2,Normal,11/8/2025,500000,3500,86,NO,5
ATM1040,6/10/2025,401278.5,0,240086.15,747614.16,589,5,12,1,Normal,7/29/2025,700000,3500,79.9,YES,0
ATM1041,5/24/2025,724666.06,0,463967.37,560702.3,133,9,11,3,Normal,5/18/2025,0,0,90.8,NO,10
ATM1010,2/20/2025,909202.51,500000,134307.94,501887.38,86,4,13,2,Normal,2/7/2025,500000,2500,100,NO,11
ATM1037,1/20/2025,998010.61,0,815108.14,999632.27,26,4,12,2,Normal,1/20/2025,0,0,52.1,NO,0
ATM1048,6/12/2025,466895.95,0,505745.75,386505.91,521,7,11,3,Normal,6/22/2025,300000,3500,71.9,NO,13
ATM1031,4/17/2025,367891.89,0,231301.53,937115.26,408,7,10,0,Required,9/17/2025,0,0,64.7,NO,3
ATM1048,2/2/2025,544449.91,0,426143.45,769113.36,60,10,7,2,Normal,1/13/2025,500000,2500,66.8,NO,11
ATM1024,4/18/2025,331077.86,0,367821.26,597258.03,137,4,11,4,Normal,6/30/2025,500000,0,89.7,YES,3
ATM1049,2/14/2025,716570.21,0,517172.62,429506.49,156,4,16,5,Normal,5/8/2025,500000,0,100,NO,8
ATM1009,1/25/2025,867264.23,300000,605503.17,349077.91,584,5,14,1,Normal,2/6/2025,0,0,86.6,NO,8
ATM1010,7/10/2025,294018.03,300000,589136.2,344074.01,28,6,9,1,Required,6/11/2025,500000,0,82,NO,0
ATM1042,3/11/2025,995179.49,700000,561115.18,112900.75,515,9,12,5,Normal,1/4/2025,500000,0,77,YES,10
ATM1015,8/11/2025,1095473.65,0,56093,245582.23,284,8,12,1,Normal,6/3/2025,0,3500,81.5,NO,1
ATM1023,12/28/2025,704392.41,700000,218010.17,728140.21,174,5,11,2,Normal,7/17/2025,500000,2500,70.8,NO,2
ATM1001,7/20/2025,935454.8,300000,533767.84,510919.67,262,5,9,0,Normal,11/12/2025,0,3500,91.5,YES,13
ATM1039,2/10/2025,622004.37,0,892689.33,775740.87,164,2,9,3,Normal,5/13/2025,0,0,77.8,NO,8
ATM1004,2/10/2025,906153.39,0,135254.16,238392.59,232,5,16,4,Normal,12/17/2025,700000,0,83.3,NO,9
ATM1049,8/17/2025,321462.49,0,395959.73,813729.01,162,5,14,3,Normal,8/13/2025,0,0,100,NO,0
ATM1012,11/5/2025,845778.93,0,77803.85,341325.6,180,3,17,2,Normal,4/11/2025,0,0,81.9,YES,12
ATM1027,10/8/2025,256444.87,300000,359751.66,244554.99,239,4,13,2,Normal,12/24/2025,0,0,81.6,NO,7
ATM1005,10/9/2025,763086.72,0,135395.27,117199.41,201,5,13,2,Normal,10/24/2025,0,0,66.9,NO,5
ATM1003,4/9/2025,932695.95,0,773787.08,661252.17,182,2,11,1,Normal,3/8/2025,700000,3500,76.2,YES,7
ATM1004,2/22/2025,426641.88,0,416555.38,882435.55,192,9,10,1,Normal,3/7/2025,700000,2500,92.8,YES,1
ATM1039,3/13/2025,1178808.69,0,484333.16,717670.57,434,9,10,2,Normal,12/9/2025,0,2500,99.6,NO,14
ATM1042,1/7/2025,1083268.62,0,817575.7,917177.52,298,5,16,3,Normal,9/16/2025,0,0,66.9,NO,8
ATM1041,9/16/2025,531594.65,0,633041.31,790157.66,266,2,14,1,Normal,8/2/2025,0,0,76.2,NO,13
ATM1024,11/23/2025,479971.95,700000,526210.95,810443.76,128,2,10,3,Normal,11/13/2025,500000,3500,73.3,NO,6
ATM1041,9/13/2025,1034232.13,0,426996.21,866462.94,253,5,8,3,Normal,7/22/2025,0,2500,100,NO,5
ATM1042,2/18/2025,1196705.11,0,127213.14,882574.45,596,4,13,1,Normal,10/11/2025,0,3500,77.9,NO,7
ATM1033,9/29/2025,767511.06,0,607338.29,178122.68,569,3,15,1,Normal,12/8/2025,0,0,74.3,NO,6
ATM1022,10/24/2025,635116.44,300000,130323.66,75867.28,551,6,11,1,Normal,1/15/2025,0,3500,84.3,NO,3
ATM1002,6/17/2025,799301.64,0,718843.73,497325.5,115,6,16,5,Normal,4/23/2025,0,0,91.6,YES,12
ATM1049,9/21/2025,375979.03,0,51488.53,243166.93,310,7,11,5,Normal,1/26/2025,500000,2500,89,NO,7
ATM1027,11/16/2025,1048265.94,0,349031.28,155838.33,225,6,14,4,Normal,11/29/2025,0,2500,89.5,YES,14
ATM1010,1/20/2025,335391.11,0,401255.78,753883.43,28,5,10,3,Normal,12/19/2025,0,0,83.4,NO,3
ATM1042,12/16/2025,427632.88,0,676521.3,868602.68,203,4,16,2,Normal,9/7/2025,300000,3500,82.9,NO,0
ATM1007,7/18/2025,1164165.05,0,690964.29,713429.96,264,12,10,1,Normal,4/3/2025,0,0,97,NO,13
ATM1046,8/14/2025,528107.54,0,498834.47,941733.28,144,7,11,0,Normal,9/18/2025,0,0,77.4,NO,12
ATM1043,7/19/2025,1142438.71,0,377953.02,194653.67,503,10,14,5,Normal,3/5/2025,700000,0,94,NO,8
ATM1019,3/20/2025,537340.71,500000,612416.65,303410.05,288,5,11,2,Required,12/11/2025,300000,0,64.1,NO,2
ATM1025,1/31/2025,1004563.52,0,214597.67,235928.67,286,7,16,2,Normal,3/25/2025,0,0,100,NO,5
ATM1018,1/6/2025,958547.77,0,873925.81,50989.87,267,5,19,4,Normal,9/18/2025,0,0,73,NO,4
ATM1045,5/5/2025,1093851.38,500000,133565.87,535760.59,249,7,11,1,Normal,4/19/2025,300000,0,66.2,NO,13
ATM1028,5/23/2025,929261.13,300000,305945.43,581959.88,168,3,12,4,Normal,11/27/2025,0,0,53.5,NO,12
ATM1045,5/19/2025,1039856.18,300000,557996.32,403429.1,369,9,13,3,Normal,4/18/2025,0,0,84.5,NO,11
ATM1009,8/9/2025,1148051.03,0,553875.85,871552.64,232,4,13,1,Normal,8/26/2025,0,3500,74.8,NO,0
ATM1007,11/29/2025,573692.53,0,573109.85,489814.85,170,7,10,3,Normal,2/4/2025,500000,2500,82.6,NO,3
ATM1004,6/20/2025,1192419.47,500000,283252.78,644711.02,178,5,13,5,Normal,6/21/2025,0,3500,93.8,NO,4
ATM1014,11/7/2025,422974.88,0,195939.29,745130.17,343,6,7,4,Normal,10/11/2025,0,0,90.9,NO,3
ATM1037,5/7/2025,278819.61,0,632203.46,458667.53,380,7,17,1,Normal,1/8/2025,500000,0,84.1,YES,0
ATM1047,3/23/2025,1183937.69,0,710385.86,428654.75,557,8,18,2,Normal,4/18/2025,0,3500,80.8,YES,8
ATM1027,5/8/2025,669389.33,0,234466.63,59209.88,520,7,15,0,Normal,8/1/2025,300000,0,89.2,YES,8
ATM1006,5/27/2025,961548.83,0,345150.63,635598.99,445,10,13,1,Normal,11/29/2025,0,3500,84.7,YES,1
ATM1019,9/20/2025,886836.91,0,148442.84,242495.75,411,5,10,5,Normal,7/19/2025,0,0,81.8,NO,7
ATM1002,3/20/2025,399949.46,0,772865.47,75561.93,348,10,8,1,Required,4/18/2025,0,0,80.5,NO,9
ATM1022,2/2/2025,322802.24,0,318469.17,915730.04,460,3,18,3,Normal,8/24/2025,500000,3500,87.7,YES,7
ATM1023,8/1/2025,495603.69,0,783148.27,687987.83,506,4,15,2,Normal,7/3/2025,0,0,74.4,NO,9
ATM1031,4/21/2025,749450.46,0,546977.54,529605.49,209,10,13,3,Normal,8/11/2025,0,2500,67.6,YES,8
ATM1026,8/16/2025,1098394.24,500000,858587.92,136140.84,111,4,10,8,Normal,6/30/2025,0,0,74.5,NO,1
ATM1006,1/5/2025,863229.15,0,564797.2,707067.02,162,8,10,0,Normal,3/19/2025,0,3500,94.7,NO,7
ATM1038,7/3/2025,521262.41,0,793894.74,879585.7,228,6,13,1,Normal,12/8/2025,0,3500,94.4,NO,11
ATM1013,2/6/2025,973226.05,500000,214847.53,804925.64,554,3,14,5,Normal,8/7/2025,500000,3500,91.5,NO,11
ATM1046,5/7/2025,897857.62,0,774248.16,408048.37,449,7,11,4,Normal,7/11/2025,0,3500,78.9,YES,6
ATM1044,7/15/2025,1002254.1,0,897334.55,866617.89,128,9,15,3,Normal,5/16/2025,700000,0,93.9,NO,10
