Transaction_ID,ATM_ID,Transaction_Date,Transaction_Time,Withdrawal_Amount,Transaction_Count_10_Min,Previous_ATM,Distance_From_Previous_ATM_km,Night_Transaction,Large_Withdrawal,Fraud_Flag,Fraud_Reason
TXN009567,ATM1036,2025-06-13 00:00:00,11:50,5000,2,None,0,NO,NO,Normal,None
TXN009568,ATM1025,2025-02-14 00:00:00,04:56,1000,3,None,0,YES,NO,Review,Night-time transaction
TXN009569,ATM1001,2025-07-12 00:00:00,16:04,5000,4,None,0,NO,NO,Normal,None
TXN009570,ATM1037,2025-07-29 00:00:00,05:24,500,2,None,0,NO,NO,Normal,None
TXN009571,ATM1032,2025-01-21 00:00:00,07:03,3000,2,None,0,NO,NO,Normal,None
TXN009572,ATM1014,2025-03-22 00:00:00,23:23,3000,1,None,0,NO,NO,Normal,None
TXN009573,ATM1002,2025-07-31 00:00:00,01:00,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN009574,ATM1014,2025-10-18 00:00:00,08:23,500,3,None,0,NO,NO,Normal,None
TXN009575,ATM1023,2025-07-21 00:00:00,09:30,2000,3,None,0,NO,NO,Normal,None
TXN009576,ATM1046,2025-08-05 00:00:00,14:25,3000,3,None,0,NO,NO,Normal,None
TXN009577,ATM1034,2025-09-02 00:00:00,16:19,3000,2,None,0,NO,NO,Normal,None
TXN009578,ATM1036,2025-01-23 00:00:00,05:45,10000,3,None,0,NO,NO,Normal,None
TXN009579,ATM1038,2025-04-21 00:00:00,01:10,1000,2,None,0,YES,NO,Review,Night-time transaction
TXN009580,ATM1016,2025-08-26 00:00:00,15:36,2000,3,None,0,NO,NO,Normal,None
TXN009581,ATM1011,2025-06-08 00:00:00,20:15,3000,2,ATM1004,52.3,NO,NO,Review,Distant ATM activity
TXN009582,ATM1032,2025-12-17 00:00:00,19:45,10000,4,None,0,NO,NO,Normal,None
TXN009583,ATM1046,2025-11-20 00:00:00,12:53,3000,3,None,0,NO,NO,Normal,None
TXN009584,ATM1003,2025-03-17 00:00:00,18:15,2000,4,None,0,NO,NO,Normal,None
TXN009585,ATM1028,2025-12-26 00:00:00,00:36,2000,5,ATM1019,54.3,NO,NO,Review,Distant ATM activity
TXN009586,ATM1025,2025-10-18 00:00:00,09:35,10000,5,None,0,NO,NO,Normal,None
TXN009587,ATM1001,2025-03-20 00:00:00,23:02,2000,3,None,0,NO,NO,Normal,None
TXN009588,ATM1043,2025-04-18 00:00:00,08:58,2000,6,ATM1019,57.3,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009589,ATM1024,2025-02-01 00:00:00,04:38,3000,1,None,0,YES,NO,Review,Night-time transaction
TXN009590,ATM1039,2025-03-11 00:00:00,07:21,10000,2,None,0,NO,NO,Normal,None
TXN009591,ATM1034,2025-04-12 00:00:00,06:51,5000,2,None,0,NO,NO,Normal,None
TXN009592,ATM1021,2025-05-23 00:00:00,07:59,1000,2,None,0,NO,NO,Normal,None
TXN009593,ATM1018,2025-10-22 00:00:00,03:35,5000,4,None,0,YES,NO,Review,Night-time transaction
TXN009594,ATM1007,2025-09-04 00:00:00,02:46,1000,2,None,0,YES,NO,Review,Night-time transaction
TXN009595,ATM1029,2025-10-31 00:00:00,18:26,2000,3,None,0,NO,NO,Normal,None
TXN009596,ATM1013,2025-01-13 00:00:00,10:25,10000,4,None,0,NO,NO,Normal,None
TXN009597,ATM1027,2025-06-17 00:00:00,06:06,3000,2,None,0,NO,NO,Normal,None
TXN009598,ATM1023,2025-09-28 00:00:00,22:53,5000,1,None,0,NO,NO,Normal,None
TXN009599,ATM1014,2025-01-31 00:00:00,21:54,5000,1,ATM1037,22.2,NO,NO,Normal,None
TXN009600,ATM1049,2025-02-06 00:00:00,09:47,500,4,None,0,NO,NO,Normal,None
TXN009601,ATM1038,2025-12-14 00:00:00,03:09,3000,1,None,0,YES,NO,Review,Night-time transaction
TXN009602,ATM1041,2025-12-12 00:00:00,05:01,3000,2,None,0,NO,NO,Normal,None
TXN009603,ATM1046,2025-10-16 00:00:00,12:50,2000,3,None,0,NO,NO,Normal,None
TXN009604,ATM1043,2025-10-02 00:00:00,20:13,2000,1,None,0,NO,NO,Normal,None
TXN009605,ATM1008,2025-06-04 00:00:00,11:03,3000,2,None,0,NO,NO,Normal,None
TXN009606,ATM1032,2025-02-22 00:00:00,08:44,1000,3,None,0,NO,NO,Normal,None
TXN009607,ATM1001,2025-03-31 00:00:00,03:25,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN009608,ATM1012,2025-11-13 00:00:00,20:10,2000,1,None,0,NO,NO,Normal,None
TXN009609,ATM1043,2025-09-26 00:00:00,14:33,5000,2,None,0,NO,NO,Normal,None
TXN009610,ATM1042,2025-02-04 00:00:00,02:39,20000,4,None,0,YES,YES,Review,Night-time transaction
TXN009611,ATM1020,2025-08-28 00:00:00,17:55,5000,3,None,0,NO,NO,Normal,None
TXN009612,ATM1006,2025-10-08 00:00:00,17:03,5000,3,None,0,NO,NO,Normal,None
TXN009613,ATM1040,2025-02-10 00:00:00,14:18,1000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009614,ATM1008,2025-12-26 00:00:00,16:19,3000,2,None,0,NO,NO,Normal,None
TXN009615,ATM1016,2025-03-14 00:00:00,16:25,2000,2,None,0,NO,NO,Normal,None
TXN009616,ATM1041,2025-11-11 00:00:00,16:32,2000,1,ATM1030,58,NO,NO,Review,Distant ATM activity
TXN009617,ATM1016,2025-11-30 00:00:00,15:50,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009618,ATM1042,2025-02-25 00:00:00,01:35,500,5,None,0,YES,NO,Review,Night-time transaction
TXN009619,ATM1019,2025-09-21 00:00:00,12:36,2000,2,ATM1042,54.1,NO,NO,Review,Distant ATM activity
TXN009620,ATM1025,2025-06-30 00:00:00,22:54,10000,2,None,0,NO,NO,Normal,None
TXN009621,ATM1046,2025-11-04 00:00:00,10:50,3000,4,None,0,NO,NO,Normal,None
TXN009622,ATM1037,2025-02-03 00:00:00,22:09,10000,3,None,0,NO,NO,Normal,None
TXN009623,ATM1006,2025-03-18 00:00:00,09:13,2000,4,None,0,NO,NO,Normal,None
TXN009624,ATM1050,2025-02-04 00:00:00,10:51,5000,3,None,0,NO,NO,Normal,None
TXN009625,ATM1016,2025-06-14 00:00:00,11:42,5000,1,None,0,NO,NO,Normal,None
TXN009626,ATM1025,2025-11-05 00:00:00,10:55,3000,2,None,0,NO,NO,Normal,None
TXN009627,ATM1015,2025-04-20 00:00:00,07:52,2000,5,None,0,NO,NO,Normal,None
TXN009628,ATM1012,2025-07-08 00:00:00,04:55,3000,3,None,0,YES,NO,Review,Night-time transaction
TXN009629,ATM1008,2025-05-21 00:00:00,05:20,5000,4,None,0,NO,NO,Normal,None
TXN009630,ATM1003,2025-05-28 00:00:00,09:46,3000,4,None,0,NO,NO,Normal,None
TXN009631,ATM1028,2025-10-19 00:00:00,07:44,5000,1,None,0,NO,NO,Normal,None
TXN009632,ATM1022,2025-07-06 00:00:00,14:58,2000,2,None,0,NO,NO,Normal,None
TXN009633,ATM1049,2025-01-09 00:00:00,01:12,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN009634,ATM1047,2025-06-13 00:00:00,07:58,2000,3,None,0,NO,NO,Normal,None
TXN009635,ATM1021,2025-08-17 00:00:00,02:17,500,4,None,0,YES,NO,Review,Night-time transaction
TXN009636,ATM1040,2025-07-23 00:00:00,13:06,5000,2,None,0,NO,NO,Normal,None
TXN009637,ATM1013,2025-10-13 00:00:00,02:29,1000,5,None,0,YES,NO,Review,Night-time transaction
TXN009638,ATM1013,2025-12-15 00:00:00,06:55,1000,4,None,0,NO,NO,Normal,None
TXN009639,ATM1017,2025-04-11 00:00:00,14:31,2000,1,None,0,NO,NO,Normal,None
TXN009640,ATM1007,2025-05-07 00:00:00,03:23,2000,4,None,0,YES,NO,Review,Night-time transaction
TXN009641,ATM1041,2025-06-03 00:00:00,23:38,3000,2,ATM1015,57.1,NO,NO,Review,Distant ATM activity
TXN009642,ATM1036,2025-07-14 00:00:00,11:42,1000,2,None,0,NO,NO,Normal,None
TXN009643,ATM1030,2025-12-11 00:00:00,20:32,500,1,None,0,NO,NO,Normal,None
TXN009644,ATM1005,2025-08-06 00:00:00,22:46,5000,2,None,0,NO,NO,Normal,None
TXN009645,ATM1048,2025-07-03 00:00:00,00:32,5000,1,None,0,NO,NO,Normal,None
TXN009646,ATM1005,2025-04-06 00:00:00,19:55,3000,1,None,0,NO,NO,Normal,None
TXN009647,ATM1019,2025-06-18 00:00:00,05:52,10000,3,None,0,NO,NO,Normal,None
TXN009648,ATM1049,2025-07-28 00:00:00,01:11,1000,2,None,0,YES,NO,Review,Night-time transaction
TXN009649,ATM1034,2025-02-06 00:00:00,18:08,1000,2,None,0,NO,NO,Normal,None
TXN009650,ATM1017,2025-06-06 00:00:00,23:51,2000,2,None,0,NO,NO,Normal,None
TXN009651,ATM1034,2025-06-21 00:00:00,04:31,1000,3,None,0,YES,NO,Review,Night-time transaction
TXN009652,ATM1002,2025-09-06 00:00:00,23:43,3000,3,None,0,NO,NO,Normal,None
TXN009653,ATM1018,2025-07-15 00:00:00,21:42,500,2,None,0,NO,NO,Normal,None
TXN009654,ATM1018,2025-08-05 00:00:00,16:41,2000,2,None,0,NO,NO,Normal,None
TXN009655,ATM1023,2025-01-22 00:00:00,17:23,2000,4,None,0,NO,NO,Normal,None
TXN009656,ATM1015,2025-04-15 00:00:00,16:15,5000,5,None,0,NO,NO,Normal,None
TXN009657,ATM1038,2025-07-08 00:00:00,20:39,500,4,None,0,NO,NO,Normal,None
TXN009658,ATM1007,2025-09-03 00:00:00,15:49,5000,3,None,0,NO,NO,Normal,None
TXN009659,ATM1004,2025-04-20 00:00:00,18:18,5000,3,None,0,NO,NO,Normal,None
TXN009660,ATM1009,2025-06-24 00:00:00,06:58,2000,2,None,0,NO,NO,Normal,None
TXN009661,ATM1045,2025-03-11 00:00:00,00:22,5000,1,None,0,NO,NO,Normal,None
TXN009662,ATM1044,2025-09-09 00:00:00,00:41,2000,1,None,0,NO,NO,Normal,None
TXN009663,ATM1023,2025-12-05 00:00:00,22:17,2000,2,None,0,NO,NO,Normal,None
TXN009664,ATM1039,2025-05-10 00:00:00,02:44,5000,3,None,0,YES,NO,Review,Night-time transaction
TXN009665,ATM1045,2025-09-02 00:00:00,19:30,2000,2,ATM1019,37.4,NO,NO,Normal,None
TXN009666,ATM1041,2025-09-13 00:00:00,07:00,2000,4,None,0,NO,NO,Normal,None
TXN009667,ATM1007,2025-03-22 00:00:00,05:01,3000,4,None,0,NO,NO,Normal,None
TXN009668,ATM1037,2025-10-16 00:00:00,17:46,2000,2,None,0,NO,NO,Normal,None
TXN009669,ATM1010,2025-01-07 00:00:00,08:44,2000,1,ATM1010,43.7,NO,NO,Review,Distant ATM activity
TXN009670,ATM1043,2025-09-11 00:00:00,04:42,2000,4,ATM1030,28,YES,NO,Review,Night-time transaction
TXN009671,ATM1017,2025-01-26 00:00:00,03:33,2000,2,ATM1030,54.8,YES,NO,Review,Distant ATM activity
TXN009672,ATM1045,2025-06-22 00:00:00,00:31,3000,1,None,0,NO,NO,Normal,None
TXN009673,ATM1002,2025-06-27 00:00:00,05:53,3000,3,None,0,NO,NO,Normal,None
TXN009674,ATM1016,2025-06-21 00:00:00,19:22,5000,3,None,0,NO,NO,Normal,None
TXN009675,ATM1018,2025-03-15 00:00:00,16:33,10000,4,None,0,NO,NO,Normal,None
TXN009676,ATM1038,2025-06-13 00:00:00,17:10,500,2,ATM1046,34.4,NO,NO,Normal,None
TXN009677,ATM1031,2025-09-25 00:00:00,15:22,5000,5,None,0,NO,NO,Normal,None
TXN009678,ATM1047,2025-08-23 00:00:00,09:10,5000,5,None,0,NO,NO,Normal,None
TXN009679,ATM1011,2025-04-03 00:00:00,08:34,10000,4,None,0,NO,NO,Normal,None
TXN009680,ATM1021,2025-07-18 00:00:00,08:02,2000,6,ATM1036,22.9,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009681,ATM1026,2025-12-06 00:00:00,22:39,500,3,ATM1027,33.4,NO,NO,Normal,None
TXN009682,ATM1003,2025-03-18 00:00:00,23:50,500,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009683,ATM1019,2025-11-13 00:00:00,04:24,3000,3,None,0,YES,NO,Review,Night-time transaction
TXN009684,ATM1021,2025-10-13 00:00:00,23:33,2000,3,None,0,NO,NO,Normal,None
TXN009685,ATM1005,2025-08-01 00:00:00,06:49,5000,2,None,0,NO,NO,Normal,None
TXN009686,ATM1004,2025-08-16 00:00:00,16:36,500,3,None,0,NO,NO,Normal,None
TXN009687,ATM1050,2025-03-21 00:00:00,06:15,500,4,None,0,NO,NO,Normal,None
TXN009688,ATM1050,2025-02-12 00:00:00,15:08,5000,2,None,0,NO,NO,Normal,None
TXN009689,ATM1043,2025-03-24 00:00:00,16:30,3000,3,None,0,NO,NO,Normal,None
TXN009690,ATM1047,2025-12-21 00:00:00,18:09,3000,3,None,0,NO,NO,Normal,None
TXN009691,ATM1031,2025-02-07 00:00:00,16:35,500,2,None,0,NO,NO,Normal,None
TXN009692,ATM1017,2025-09-29 00:00:00,15:01,3000,3,None,0,NO,NO,Normal,None
TXN009693,ATM1008,2025-03-31 00:00:00,02:55,20000,3,None,0,YES,YES,Review,Night-time transaction
TXN009694,ATM1048,2025-02-17 00:00:00,03:39,3000,1,None,0,YES,NO,Review,Night-time transaction
TXN009695,ATM1009,2025-04-23 00:00:00,10:13,3000,4,None,0,NO,NO,Normal,None
TXN009696,ATM1042,2025-09-12 00:00:00,11:07,5000,1,ATM1015,21.6,NO,NO,Normal,None
TXN009697,ATM1045,2025-07-11 00:00:00,02:46,5000,1,ATM1019,12.6,YES,NO,Review,Night-time transaction
TXN009698,ATM1036,2025-06-06 00:00:00,16:38,3000,2,None,0,NO,NO,Normal,None
TXN009699,ATM1007,2025-07-26 00:00:00,13:59,3000,5,None,0,NO,NO,Normal,None
TXN009700,ATM1034,2025-08-07 00:00:00,04:23,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN009701,ATM1049,2025-08-16 00:00:00,07:27,5000,3,None,0,NO,NO,Normal,None
TXN009702,ATM1018,2025-07-15 00:00:00,01:24,3000,3,ATM1025,20.8,YES,NO,Review,Night-time transaction
TXN009703,ATM1027,2025-03-17 00:00:00,12:27,10000,2,None,0,NO,NO,Normal,None
TXN009704,ATM1042,2025-04-02 00:00:00,02:27,3000,4,None,0,YES,NO,Review,Night-time transaction
TXN009705,ATM1039,2025-05-26 00:00:00,09:29,2000,3,None,0,NO,NO,Normal,None
TXN009706,ATM1028,2025-06-16 00:00:00,04:44,10000,3,None,0,YES,NO,Review,Night-time transaction
TXN009707,ATM1007,2025-05-29 00:00:00,21:08,2000,3,None,0,NO,NO,Normal,None
TXN009708,ATM1028,2025-10-28 00:00:00,06:04,2000,3,ATM1029,15.4,NO,NO,Normal,None
TXN009709,ATM1025,2025-05-06 00:00:00,08:38,1000,3,None,0,NO,NO,Normal,None
TXN009710,ATM1049,2025-04-13 00:00:00,05:31,20000,3,ATM1027,14,NO,YES,Review,Large withdrawal
TXN009711,ATM1016,2025-07-24 00:00:00,12:29,1000,3,None,0,NO,NO,Normal,None
TXN009712,ATM1013,2025-10-20 00:00:00,07:47,5000,5,None,0,NO,NO,Normal,None
TXN009713,ATM1009,2025-12-15 00:00:00,12:42,2000,4,None,0,NO,NO,Normal,None
TXN009714,ATM1040,2025-08-17 00:00:00,00:52,3000,1,None,0,NO,NO,Normal,None
TXN009715,ATM1026,2025-11-22 00:00:00,19:50,2000,4,None,0,NO,NO,Normal,None
TXN009716,ATM1020,2025-01-22 00:00:00,20:13,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009717,ATM1019,2025-01-16 00:00:00,10:33,2000,2,None,0,NO,NO,Normal,None
TXN009718,ATM1015,2025-02-09 00:00:00,23:07,3000,2,None,0,NO,NO,Normal,None
TXN009719,ATM1042,2025-12-05 00:00:00,23:16,5000,3,ATM1020,13.8,NO,NO,Normal,None
TXN009720,ATM1038,2025-03-01 00:00:00,05:22,10000,3,None,0,NO,NO,Normal,None
TXN009721,ATM1041,2025-09-10 00:00:00,20:13,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009722,ATM1046,2025-07-24 00:00:00,09:07,3000,4,None,0,NO,NO,Normal,None
TXN009723,ATM1028,2025-01-29 00:00:00,02:01,3000,3,None,0,YES,NO,Review,Night-time transaction
TXN009724,ATM1005,2025-06-05 00:00:00,21:03,3000,3,None,0,NO,NO,Normal,None
TXN009725,ATM1023,2025-03-18 00:00:00,15:35,10000,4,None,0,NO,NO,Normal,None
TXN009726,ATM1025,2025-04-27 00:00:00,21:11,3000,3,None,0,NO,NO,Normal,None
TXN009727,ATM1032,2025-01-01 00:00:00,19:09,500,4,None,0,NO,NO,Normal,None
TXN009728,ATM1020,2025-07-18 00:00:00,03:11,500,2,None,0,YES,NO,Review,Night-time transaction
TXN009729,ATM1035,2025-07-05 00:00:00,02:48,2000,2,None,0,YES,NO,Review,Night-time transaction
TXN009730,ATM1025,2025-11-27 00:00:00,22:15,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009731,ATM1039,2025-09-12 00:00:00,12:34,5000,3,ATM1048,40.3,NO,NO,Review,Distant ATM activity
TXN009732,ATM1015,2025-06-19 00:00:00,11:00,10000,4,None,0,NO,NO,Normal,None
TXN009733,ATM1025,2025-04-13 00:00:00,16:10,5000,3,None,0,NO,NO,Normal,None
TXN009734,ATM1032,2025-09-27 00:00:00,02:17,5000,1,None,0,YES,NO,Review,Night-time transaction
TXN009735,ATM1045,2025-07-09 00:00:00,04:12,500,3,None,0,YES,NO,Review,Night-time transaction
TXN009736,ATM1015,2025-11-23 00:00:00,13:33,5000,1,ATM1008,35.3,NO,NO,Normal,None
TXN009737,ATM1041,2025-06-07 00:00:00,23:14,1000,1,None,0,NO,NO,Normal,None
TXN009738,ATM1042,2025-02-15 00:00:00,02:17,3000,3,None,0,YES,NO,Review,Night-time transaction
TXN009739,ATM1049,2025-11-07 00:00:00,20:11,5000,3,None,0,NO,NO,Normal,None
TXN009740,ATM1049,2025-02-20 00:00:00,18:21,500,4,None,0,NO,NO,Normal,None
TXN009741,ATM1043,2025-10-25 00:00:00,10:54,2000,3,None,0,NO,NO,Normal,None
TXN009742,ATM1013,2025-06-28 00:00:00,04:57,20000,3,None,0,YES,YES,Review,Night-time transaction
TXN009743,ATM1042,2025-01-09 00:00:00,19:33,1000,2,None,0,NO,NO,Normal,None
TXN009744,ATM1008,2025-12-03 00:00:00,19:24,2000,2,None,0,NO,NO,Normal,None
TXN009745,ATM1036,2025-12-18 00:00:00,22:06,5000,5,None,0,NO,NO,Normal,None
TXN009746,ATM1004,2025-08-15 00:00:00,00:41,2000,2,None,0,NO,NO,Normal,None
TXN009747,ATM1006,2025-04-07 00:00:00,14:39,1000,2,None,0,NO,NO,Normal,None
TXN009748,ATM1017,2025-08-24 00:00:00,05:53,10000,4,None,0,NO,NO,Normal,None
TXN009749,ATM1025,2025-08-15 00:00:00,23:33,1000,2,None,0,NO,NO,Normal,None
TXN009750,ATM1031,2025-01-04 00:00:00,18:06,5000,2,None,0,NO,NO,Normal,None
TXN009751,ATM1039,2025-07-21 00:00:00,15:07,500,4,ATM1027,28.8,NO,NO,Normal,None
TXN009752,ATM1044,2025-05-21 00:00:00,14:29,20000,1,ATM1004,6.4,NO,YES,Review,Large withdrawal
TXN009753,ATM1043,2025-05-19 00:00:00,09:05,10000,3,None,0,NO,NO,Normal,None
TXN009754,ATM1030,2025-12-07 00:00:00,21:51,5000,3,None,0,NO,NO,Normal,None
TXN009755,ATM1022,2025-05-12 00:00:00,09:06,10000,1,None,0,NO,NO,Normal,None
TXN009756,ATM1040,2025-04-23 00:00:00,01:02,2000,4,None,0,YES,NO,Review,Night-time transaction
TXN009757,ATM1013,2025-11-25 00:00:00,20:58,10000,1,None,0,NO,NO,Normal,None
TXN009758,ATM1037,2025-04-13 00:00:00,15:25,2000,3,None,0,NO,NO,Normal,None
TXN009759,ATM1028,2025-12-30 00:00:00,08:18,3000,5,None,0,NO,NO,Normal,None
TXN009760,ATM1005,2025-01-19 00:00:00,23:27,2000,2,ATM1038,15.5,NO,NO,Normal,None
TXN009761,ATM1036,2025-03-02 00:00:00,03:47,500,4,None,0,YES,NO,Review,Night-time transaction
TXN009762,ATM1034,2025-05-30 00:00:00,18:22,2000,4,None,0,NO,NO,Normal,None
TXN009763,ATM1020,2025-04-27 00:00:00,11:25,500,3,None,0,NO,NO,Normal,None
TXN009764,ATM1009,2025-04-08 00:00:00,19:04,10000,3,None,0,NO,NO,Normal,None
TXN009765,ATM1047,2025-10-08 00:00:00,11:21,500,2,None,0,NO,NO,Normal,None
TXN009766,ATM1020,2025-11-13 00:00:00,19:34,1000,3,None,0,NO,NO,Normal,None
TXN009767,ATM1019,2025-05-09 00:00:00,16:30,2000,2,None,0,NO,NO,Normal,None
TXN009768,ATM1048,2025-08-01 00:00:00,06:05,1000,3,None,0,NO,NO,Normal,None
TXN009769,ATM1019,2025-05-30 00:00:00,19:17,2000,2,None,0,NO,NO,Normal,None
TXN009770,ATM1042,2025-04-27 00:00:00,20:22,5000,2,None,0,NO,NO,Normal,None
TXN009771,ATM1023,2025-08-04 00:00:00,08:15,5000,2,ATM1049,2.7,NO,NO,Normal,None
TXN009772,ATM1032,2025-11-04 00:00:00,20:18,10000,3,None,0,NO,NO,Normal,None
TXN009773,ATM1008,2025-06-15 00:00:00,03:22,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN009774,ATM1047,2025-01-19 00:00:00,23:21,2000,3,None,0,NO,NO,Normal,None
TXN009775,ATM1014,2025-10-29 00:00:00,23:04,3000,5,None,0,NO,NO,Normal,None
TXN009776,ATM1003,2025-06-27 00:00:00,23:58,3000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009777,ATM1010,2025-02-25 00:00:00,18:00,2000,4,None,0,NO,NO,Normal,None
TXN009778,ATM1041,2025-09-21 00:00:00,22:31,5000,4,ATM1037,46.2,NO,NO,Review,Distant ATM activity
TXN009779,ATM1003,2025-06-20 00:00:00,17:30,500,2,None,0,NO,NO,Normal,None
TXN009780,ATM1035,2025-09-11 00:00:00,04:17,3000,2,None,0,YES,NO,Review,Night-time transaction
TXN009781,ATM1016,2025-06-11 00:00:00,11:31,1000,1,None,0,NO,NO,Normal,None
TXN009782,ATM1028,2025-06-25 00:00:00,13:35,2000,2,None,0,NO,NO,Normal,None
TXN009783,ATM1034,2025-03-08 00:00:00,12:57,5000,2,None,0,NO,NO,Normal,None
TXN009784,ATM1048,2025-07-13 00:00:00,09:20,2000,5,ATM1049,23.9,NO,NO,Normal,None
TXN009785,ATM1007,2025-10-04 00:00:00,00:20,500,2,None,0,NO,NO,Normal,None
TXN009786,ATM1034,2025-08-19 00:00:00,22:28,1000,2,None,0,NO,NO,Normal,None
TXN009787,ATM1031,2025-01-07 00:00:00,01:16,2000,1,None,0,YES,NO,Review,Night-time transaction
TXN009788,ATM1013,2025-04-01 00:00:00,04:40,5000,4,None,0,YES,NO,Review,Night-time transaction
TXN009789,ATM1040,2025-06-22 00:00:00,15:20,5000,3,None,0,NO,NO,Normal,None
TXN009790,ATM1042,2025-12-15 00:00:00,13:40,500,3,None,0,NO,NO,Normal,None
TXN009791,ATM1011,2025-01-18 00:00:00,23:09,3000,2,None,0,NO,NO,Normal,None
TXN009792,ATM1011,2025-11-10 00:00:00,09:52,2000,1,None,0,NO,NO,Normal,None
TXN009793,ATM1018,2025-12-30 00:00:00,06:00,1000,4,None,0,NO,NO,Normal,None
TXN009794,ATM1016,2025-01-30 00:00:00,21:53,1000,2,None,0,NO,NO,Normal,None
TXN009795,ATM1016,2025-12-01 00:00:00,20:12,2000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009796,ATM1033,2025-01-25 00:00:00,08:47,1000,4,None,0,NO,NO,Normal,None
TXN009797,ATM1025,2025-02-12 00:00:00,13:32,2000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009798,ATM1028,2025-08-08 00:00:00,21:20,2000,3,None,0,NO,NO,Normal,None
TXN009799,ATM1012,2025-01-23 00:00:00,07:24,5000,4,None,0,NO,NO,Normal,None
TXN009800,ATM1048,2025-09-09 00:00:00,16:58,1000,5,None,0,NO,NO,Normal,None
TXN009801,ATM1001,2025-03-03 00:00:00,08:21,2000,2,ATM1050,19.4,NO,NO,Normal,None
TXN009802,ATM1013,2025-03-14 00:00:00,05:55,3000,4,None,0,NO,NO,Normal,None
TXN009803,ATM1005,2025-05-13 00:00:00,13:17,3000,2,None,0,NO,NO,Normal,None
TXN009804,ATM1042,2025-08-06 00:00:00,18:24,10000,4,None,0,NO,NO,Normal,None
TXN009805,ATM1038,2025-03-03 00:00:00,08:59,5000,4,None,0,NO,NO,Normal,None
TXN009806,ATM1015,2025-04-30 00:00:00,19:28,5000,4,None,0,NO,NO,Normal,None
TXN009807,ATM1027,2025-05-07 00:00:00,02:40,1000,2,ATM1005,13.7,YES,NO,Review,Night-time transaction
TXN009808,ATM1021,2025-02-02 00:00:00,02:09,2000,1,None,0,YES,NO,Review,Night-time transaction
TXN009809,ATM1032,2025-04-20 00:00:00,03:14,5000,2,None,0,YES,NO,Review,Night-time transaction
TXN009810,ATM1020,2025-03-01 00:00:00,16:00,5000,2,None,0,NO,NO,Normal,None
TXN009811,ATM1024,2025-09-10 00:00:00,12:49,5000,6,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009812,ATM1039,2025-04-27 00:00:00,14:53,10000,1,ATM1039,27.3,NO,NO,Normal,None
TXN009813,ATM1017,2025-06-25 00:00:00,18:08,2000,2,None,0,NO,NO,Normal,None
TXN009814,ATM1029,2025-12-08 00:00:00,18:54,5000,1,None,0,NO,NO,Normal,None
TXN009815,ATM1027,2025-03-02 00:00:00,08:13,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009816,ATM1049,2025-04-14 00:00:00,11:36,10000,3,ATM1020,27.6,NO,NO,Normal,None
TXN009817,ATM1040,2025-12-18 00:00:00,15:12,3000,3,ATM1006,53.5,NO,NO,Review,Distant ATM activity
TXN009818,ATM1023,2025-06-17 00:00:00,21:28,500,2,ATM1034,19.1,NO,NO,Normal,None
TXN009819,ATM1049,2025-08-04 00:00:00,16:33,1000,2,None,0,NO,NO,Normal,None
TXN009820,ATM1026,2025-02-22 00:00:00,22:42,3000,8,ATM1046,21.9,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009821,ATM1038,2025-12-15 00:00:00,14:31,5000,7,None,0,NO,NO,Review,Multiple withdrawals in 10 minutes
TXN009822,ATM1005,2025-06-16 00:00:00,07:02,500,1,None,0,NO,NO,Normal,None
TXN009823,ATM1046,2025-09-04 00:00:00,02:43,10000,3,None,0,YES,NO,Review,Night-time transaction
TXN009824,ATM1001,2025-09-06 00:00:00,10:08,3000,4,None,0,NO,NO,Normal,None
TXN009825,ATM1022,2025-05-15 00:00:00,21:20,10000,4,ATM1014,46.3,NO,NO,Review,Distant ATM activity
TXN009826,ATM1034,2025-02-21 00:00:00,09:03,20000,2,None,0,NO,YES,Review,Large withdrawal
TXN009827,ATM1027,2025-02-14 00:00:00,11:35,3000,2,ATM1019,42.5,NO,NO,Review,Distant ATM activity
TXN009828,ATM1032,2025-03-19 00:00:00,06:56,2000,2,None,0,NO,NO,Normal,None
TXN009829,ATM1046,2025-07-20 00:00:00,06:42,2000,2,None,0,NO,NO,Normal,None
TXN009830,ATM1045,2025-07-14 00:00:00,02:34,5000,2,None,0,YES,NO,Review,Night-time transaction
