Transaction_ID,ATM_ID,Transaction_Date,Transaction_Time,Transaction_Type,Withdrawal_Amount,Card_Type,Response_Time_sec,Transaction_Status,Failure_Reason
TXN011692,ATM1018,2025-09-27 00:00:00,00:35,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN011693,ATM1008,2025-09-11 00:00:00,23:34,Cash Withdrawal,5000,Debit,3.3,Success,None
TXN011694,ATM1039,2025-05-28 00:00:00,06:00,Cash Withdrawal,2000,Debit,10.1,Success,None
TXN011695,ATM1013,2025-03-18 00:00:00,07:39,Cash Withdrawal,5000,Debit,5.4,Success,None
TXN011696,ATM1035,2025-06-26 00:00:00,17:09,Cash Withdrawal,2000,Debit,5.5,Success,None
TXN011697,ATM1018,2025-10-15 00:00:00,06:05,Cash Withdrawal,3000,Debit,3.3,Success,None
TXN011698,ATM1038,2025-10-15 00:00:00,06:51,Cash Withdrawal,500,Debit,4.6,Success,None
TXN011699,ATM1004,2025-12-13 00:00:00,05:32,Cash Withdrawal,3000,Debit,3.1,Success,None
TXN011700,ATM1038,2025-04-29 00:00:00,08:35,Cash Withdrawal,3000,Debit,4.7,Success,None
TXN011701,ATM1032,2025-03-26 00:00:00,19:04,Cash Withdrawal,3000,Debit,4.2,Success,None
TXN011702,ATM1043,2025-10-16 00:00:00,06:15,Cash Withdrawal,2000,Debit,15.9,Success,None
TXN011703,ATM1024,2025-09-17 00:00:00,14:07,Cash Withdrawal,500,Debit,10.2,Success,None
TXN011704,ATM1035,2025-12-27 00:00:00,15:53,Cash Withdrawal,5000,Debit,2.2,Success,None
TXN011705,ATM1015,2025-04-06 00:00:00,17:26,Cash Withdrawal,2000,Debit,12,Success,None
TXN011706,ATM1030,2025-05-04 00:00:00,11:03,Cash Withdrawal,10000,Debit,5.3,Success,None
TXN011707,ATM1028,2025-06-21 00:00:00,12:28,Cash Withdrawal,1000,Debit,5.9,Success,None
TXN011708,ATM1025,2025-08-23 00:00:00,19:08,Cash Withdrawal,2000,Debit,11.8,Success,None
TXN011709,ATM1014,2025-12-08 00:00:00,12:20,Cash Withdrawal,5000,Debit,6.1,Success,None
TXN011710,ATM1017,2025-10-04 00:00:00,09:52,Cash Withdrawal,2000,Debit,6.6,Success,None
TXN011711,ATM1024,2025-01-21 00:00:00,00:02,Cash Withdrawal,500,Debit,14.2,Success,None
TXN011712,ATM1043,2025-07-16 00:00:00,19:46,Cash Withdrawal,5000,Debit,1.4,Success,None
TXN011713,ATM1004,2025-11-06 00:00:00,13:44,Cash Withdrawal,2000,Debit,2.5,Success,None
TXN011714,ATM1020,2025-02-07 00:00:00,06:35,Cash Withdrawal,10000,Debit,8.3,Success,None
TXN011715,ATM1013,2025-06-18 00:00:00,10:34,Cash Withdrawal,3000,Debit,2.7,Success,None
TXN011716,ATM1036,2025-05-16 00:00:00,06:25,Cash Withdrawal,5000,Debit,6.7,Success,None
TXN011717,ATM1006,2025-05-05 00:00:00,23:27,Cash Withdrawal,5000,Debit,8.3,Success,None
TXN011718,ATM1044,2025-12-02 00:00:00,09:47,Cash Withdrawal,3000,Debit,6.8,Success,None
TXN011719,ATM1039,2025-06-29 00:00:00,09:41,Cash Withdrawal,20000,Debit,4.3,Success,None
TXN011720,ATM1004,2025-09-17 00:00:00,09:18,Cash Withdrawal,10000,Debit,4.7,Success,None
TXN011721,ATM1040,2025-12-23 00:00:00,09:31,Cash Withdrawal,2000,Debit,2.5,Success,None
TXN011722,ATM1034,2025-06-21 00:00:00,00:57,Cash Withdrawal,10000,Debit,4.7,Success,None
TXN011723,ATM1043,2025-10-07 00:00:00,00:33,Cash Withdrawal,500,Debit,2.6,Success,None
TXN011724,ATM1047,2025-12-24 00:00:00,08:20,Cash Withdrawal,5000,Debit,5.2,Success,None
TXN011725,ATM1009,2025-03-29 00:00:00,22:31,Cash Withdrawal,5000,Debit,9.4,Success,None
TXN011726,ATM1037,2025-04-30 00:00:00,20:29,Cash Withdrawal,1000,Debit,2.5,Success,None
TXN011727,ATM1005,2025-12-11 00:00:00,02:16,Cash Withdrawal,10000,Debit,4.6,Success,None
TXN011728,ATM1017,2025-05-11 00:00:00,07:41,Cash Withdrawal,3000,Debit,4,Success,None
TXN011729,ATM1014,2025-01-14 00:00:00,21:58,Cash Withdrawal,2000,Debit,5.1,Success,None
TXN011730,ATM1044,2025-02-24 00:00:00,02:33,Cash Withdrawal,1000,Debit,2.1,Success,None
TXN011731,ATM1016,2025-12-29 00:00:00,18:36,Cash Withdrawal,3000,Debit,3.7,Success,None
TXN011732,ATM1017,2025-02-28 00:00:00,00:24,Cash Withdrawal,10000,Debit,3.1,Success,None
TXN011733,ATM1042,2025-03-10 00:00:00,01:05,Cash Withdrawal,2000,Debit,1.5,Success,None
TXN011734,ATM1009,2025-12-10 00:00:00,07:44,Cash Withdrawal,10000,Debit,2.5,Success,None
TXN011735,ATM1027,2025-06-23 00:00:00,14:16,Cash Withdrawal,1000,Debit,12.7,Success,None
TXN011736,ATM1006,2025-04-30 00:00:00,20:30,Cash Withdrawal,5000,Debit,3.1,Success,None
TXN011737,ATM1017,2025-09-06 00:00:00,06:16,Cash Withdrawal,2000,Debit,3.9,Success,None
TXN011738,ATM1004,2025-08-18 00:00:00,01:07,Cash Withdrawal,500,Debit,4,Success,None
TXN011739,ATM1024,2025-03-03 00:00:00,03:27,Cash Withdrawal,2000,Debit,2.7,Success,None
TXN011740,ATM1018,2025-08-07 00:00:00,10:57,Cash Withdrawal,5000,Debit,3.3,Success,None
TXN011741,ATM1027,2025-09-03 00:00:00,01:01,Cash Withdrawal,3000,Debit,5,Success,None
TXN011742,ATM1017,2025-03-21 00:00:00,05:56,Cash Withdrawal,1000,Debit,7.7,Success,None
TXN011743,ATM1035,2025-11-19 00:00:00,05:51,Cash Withdrawal,500,Debit,4.3,Success,None
TXN011744,ATM1030,2025-08-14 00:00:00,03:21,Cash Withdrawal,5000,Credit,2.6,Success,None
TXN011745,ATM1008,2025-10-14 00:00:00,02:33,Cash Withdrawal,500,Credit,6.6,Success,None
TXN011746,ATM1025,2025-03-27 00:00:00,00:35,Cash Withdrawal,1000,Debit,3.2,Success,None
TXN011747,ATM1002,2025-02-24 00:00:00,22:20,Cash Withdrawal,500,Debit,6.2,Success,None
TXN011748,ATM1031,2025-09-19 00:00:00,22:14,Cash Withdrawal,10000,Debit,3,Success,None
TXN011749,ATM1041,2025-08-04 00:00:00,19:36,Cash Withdrawal,10000,Debit,7.2,Success,None
TXN011750,ATM1021,2025-01-24 00:00:00,19:21,Cash Withdrawal,5000,Debit,10.3,Success,None
TXN011751,ATM1022,2025-05-16 00:00:00,17:50,Cash Withdrawal,500,Debit,3.1,Success,None
TXN011752,ATM1024,2025-01-06 00:00:00,22:33,Cash Withdrawal,5000,Debit,2.6,Success,None
TXN011753,ATM1032,2025-06-08 00:00:00,00:02,Cash Withdrawal,1000,Debit,5.5,Success,None
TXN011754,ATM1046,2025-11-09 00:00:00,05:53,Cash Withdrawal,3000,Debit,9.8,Success,None
TXN011755,ATM1007,2025-12-15 00:00:00,07:07,Cash Withdrawal,5000,Debit,3.8,Success,None
TXN011756,ATM1043,2025-11-16 00:00:00,09:06,Cash Withdrawal,2000,Debit,3,Success,None
TXN011757,ATM1021,2025-09-12 00:00:00,04:54,Cash Withdrawal,10000,Debit,4.1,Success,None
TXN011758,ATM1020,2025-06-21 00:00:00,21:06,Cash Withdrawal,2000,Debit,5,Success,None
TXN011759,ATM1014,2025-10-06 00:00:00,10:42,Cash Withdrawal,2000,Debit,2.1,Success,None
TXN011760,ATM1010,2025-11-12 00:00:00,20:37,Cash Withdrawal,2000,Debit,6.4,Success,None
TXN011761,ATM1032,2025-12-04 00:00:00,13:51,Cash Withdrawal,10000,Credit,3.3,Success,None
TXN011762,ATM1032,2025-08-24 00:00:00,16:10,Cash Withdrawal,2000,Debit,3.7,Success,None
TXN011763,ATM1021,2025-10-16 00:00:00,20:25,Cash Withdrawal,10000,Debit,6.9,Success,None
TXN011764,ATM1008,2025-10-19 00:00:00,23:42,Cash Withdrawal,5000,Debit,5,Success,None
TXN011765,ATM1020,2025-04-11 00:00:00,00:54,Cash Withdrawal,3000,Debit,6.5,Success,None
TXN011766,ATM1030,2025-09-08 00:00:00,20:34,Cash Withdrawal,5000,Debit,4.8,Success,None
TXN011767,ATM1031,2025-02-21 00:00:00,23:18,Cash Withdrawal,5000,Debit,5.6,Success,None
TXN011768,ATM1048,2025-08-28 00:00:00,17:53,Cash Withdrawal,1000,Debit,3.1,Success,None
TXN011769,ATM1010,2025-09-09 00:00:00,00:28,Cash Withdrawal,10000,Debit,2.9,Success,None
TXN011770,ATM1043,2025-04-28 00:00:00,03:43,Cash Withdrawal,20000,Debit,13.3,Success,None
TXN011771,ATM1029,2025-02-11 00:00:00,18:01,Cash Withdrawal,3000,Debit,2.9,Success,None
TXN011772,ATM1006,2025-12-07 00:00:00,03:44,Cash Withdrawal,5000,Debit,2,Success,None
TXN011773,ATM1024,2025-06-21 00:00:00,20:55,Cash Withdrawal,1000,Debit,3.9,Success,None
TXN011774,ATM1036,2025-09-03 00:00:00,14:49,Cash Withdrawal,1000,Debit,2.2,Success,None
TXN011775,ATM1010,2025-11-14 00:00:00,12:19,Cash Withdrawal,10000,Debit,5.4,Success,None
TXN011776,ATM1022,2025-05-24 00:00:00,19:40,Cash Withdrawal,2000,Debit,5.5,Success,None
TXN011777,ATM1038,2025-02-23 00:00:00,12:12,Cash Withdrawal,1000,Debit,2.8,Success,None
TXN011778,ATM1022,2025-02-24 00:00:00,12:52,Cash Withdrawal,2000,Debit,9.3,Success,None
TXN011779,ATM1041,2025-05-27 00:00:00,15:27,Cash Withdrawal,10000,Debit,7.6,Success,None
TXN011780,ATM1002,2025-06-05 00:00:00,20:26,Cash Withdrawal,2000,Debit,3.5,Success,None
TXN011781,ATM1001,2025-09-01 00:00:00,07:42,Cash Withdrawal,5000,Debit,3.1,Success,None
TXN011782,ATM1035,2025-04-27 00:00:00,09:45,Cash Withdrawal,2000,Debit,7.7,Success,None
TXN011783,ATM1036,2025-11-02 00:00:00,16:43,Cash Withdrawal,1000,Debit,2.4,Success,None
TXN011784,ATM1014,2025-10-09 00:00:00,18:02,Cash Withdrawal,2000,Debit,5,Success,None
TXN011785,ATM1027,2025-09-28 00:00:00,23:23,Cash Withdrawal,10000,Debit,9.4,Success,None
TXN011786,ATM1039,2025-03-08 00:00:00,21:13,Cash Withdrawal,1000,Debit,6.1,Success,None
TXN011787,ATM1037,2025-06-02 00:00:00,22:48,Cash Withdrawal,5000,Debit,4,Success,None
TXN011788,ATM1003,2025-05-20 00:00:00,21:02,Cash Withdrawal,1000,Debit,8,Success,None
TXN011789,ATM1012,2025-06-19 00:00:00,10:43,Cash Withdrawal,500,Debit,4.2,Success,None
TXN011790,ATM1048,2025-03-13 00:00:00,11:33,Cash Withdrawal,5000,Debit,7.1,Success,None
TXN011791,ATM1040,2025-01-20 00:00:00,14:37,Cash Withdrawal,5000,Debit,8.9,Success,None
TXN011792,ATM1043,2025-02-09 00:00:00,23:53,Cash Withdrawal,5000,Credit,4.4,Success,None
TXN011793,ATM1045,2025-04-08 00:00:00,00:50,Cash Withdrawal,10000,Debit,3.1,Success,None
TXN011794,ATM1004,2025-08-29 00:00:00,12:53,Cash Withdrawal,3000,Debit,8.6,Success,None
TXN011795,ATM1028,2025-06-28 00:00:00,09:27,Cash Withdrawal,10000,Debit,4.4,Success,None
TXN011796,ATM1014,2025-02-27 00:00:00,16:25,Cash Withdrawal,10000,Debit,8.4,Success,None
TXN011797,ATM1043,2025-12-30 00:00:00,04:00,Cash Withdrawal,5000,Debit,5.2,Success,None
TXN011798,ATM1027,2025-07-16 00:00:00,18:52,Cash Withdrawal,3000,Debit,1.9,Success,None
TXN011799,ATM1017,2025-02-16 00:00:00,20:34,Cash Withdrawal,10000,Debit,6.4,Success,None
TXN011800,ATM1044,2025-05-07 00:00:00,11:19,Cash Withdrawal,2000,Debit,3.9,Success,None
TXN011801,ATM1006,2025-12-06 00:00:00,08:57,Cash Withdrawal,3000,Debit,5.6,Success,None
TXN011802,ATM1039,2025-03-20 00:00:00,04:26,Cash Withdrawal,3000,Debit,3.5,Success,None
TXN011803,ATM1009,2025-05-18 00:00:00,14:45,Cash Withdrawal,5000,Debit,4.3,Success,None
TXN011804,ATM1045,2025-10-01 00:00:00,18:30,Cash Withdrawal,1000,Debit,5.7,Success,None
TXN011805,ATM1022,2025-09-06 00:00:00,09:21,Cash Withdrawal,5000,Debit,3.8,Success,None
TXN011806,ATM1010,2025-09-14 00:00:00,21:17,Cash Withdrawal,500,Debit,4.4,Success,None
TXN011807,ATM1023,2025-05-07 00:00:00,18:44,Cash Withdrawal,3000,Debit,3.2,Success,None
TXN011808,ATM1026,2025-02-15 00:00:00,17:38,Cash Withdrawal,5000,Debit,5.3,Success,None
TXN011809,ATM1012,2025-01-04 00:00:00,19:54,Cash Withdrawal,5000,Debit,5.7,Success,None
TXN011810,ATM1008,2025-12-10 00:00:00,03:48,Cash Withdrawal,1000,Debit,6.1,Success,None
TXN011811,ATM1025,2025-08-15 00:00:00,07:05,Cash Withdrawal,2000,Debit,5.6,Success,None
TXN011812,ATM1013,2025-11-22 00:00:00,07:40,Cash Withdrawal,500,Debit,4.9,Success,None
TXN011813,ATM1034,2025-11-05 00:00:00,15:24,Cash Withdrawal,1000,Debit,6,Success,None
TXN011814,ATM1032,2025-09-25 00:00:00,04:23,Cash Withdrawal,10000,Debit,14.1,Success,None
TXN011815,ATM1035,2025-08-05 00:00:00,01:27,Cash Withdrawal,3000,Debit,9.1,Success,None
TXN011816,ATM1035,2025-10-18 00:00:00,04:47,Cash Withdrawal,5000,Debit,9.5,Success,None
TXN011817,ATM1010,2025-12-11 00:00:00,19:34,Cash Withdrawal,3000,Debit,2.9,Success,None
TXN011818,ATM1017,2025-09-14 00:00:00,08:12,Cash Withdrawal,1000,Debit,8.5,Success,None
TXN011819,ATM1039,2025-11-26 00:00:00,03:11,Cash Withdrawal,5000,Debit,9.3,Success,None
TXN011820,ATM1018,2025-12-22 00:00:00,06:21,Cash Withdrawal,5000,Debit,4.9,Success,None
TXN011821,ATM1048,2025-07-03 00:00:00,12:16,Cash Withdrawal,5000,Credit,3.5,Success,None
TXN011822,ATM1020,2025-07-25 00:00:00,17:30,Cash Withdrawal,3000,Credit,5.3,Success,None
TXN011823,ATM1024,2025-09-01 00:00:00,07:56,Cash Withdrawal,5000,Debit,4.2,Success,None
TXN011824,ATM1035,2025-03-30 00:00:00,19:45,Cash Withdrawal,1000,Debit,5,Success,None
TXN011825,ATM1012,2025-06-13 00:00:00,22:51,Cash Withdrawal,10000,Debit,6.7,Success,None
TXN011826,ATM1025,2025-08-07 00:00:00,11:32,Cash Withdrawal,5000,Debit,2.9,Success,None
TXN011827,ATM1011,2025-05-24 00:00:00,11:44,Cash Withdrawal,5000,Debit,4.2,Failed,Network Error
TXN011828,ATM1023,2025-04-19 00:00:00,01:49,Cash Withdrawal,2000,Debit,2.7,Success,None
TXN011829,ATM1014,2025-07-07 00:00:00,03:18,Cash Withdrawal,2000,Debit,5.3,Success,None
TXN011830,ATM1005,2025-03-09 00:00:00,22:13,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN011831,ATM1043,2025-09-21 00:00:00,15:12,Cash Withdrawal,2000,Debit,1.4,Success,None
TXN011832,ATM1023,2025-10-21 00:00:00,20:57,Cash Withdrawal,1000,Credit,2.2,Success,None
TXN011833,ATM1041,2025-11-04 00:00:00,19:33,Cash Withdrawal,3000,Debit,3.9,Success,None
TXN011834,ATM1038,2025-01-04 00:00:00,20:17,Cash Withdrawal,5000,Debit,1.5,Success,None
TXN011835,ATM1034,2025-04-08 00:00:00,10:03,Cash Withdrawal,3000,Debit,3.4,Success,None
TXN011836,ATM1015,2025-08-12 00:00:00,22:51,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN011837,ATM1026,2025-03-27 00:00:00,03:59,Cash Withdrawal,2000,Credit,3.3,Success,None
TXN011838,ATM1008,2025-06-28 00:00:00,21:45,Cash Withdrawal,5000,Debit,4.2,Success,None
TXN011839,ATM1016,2025-10-09 00:00:00,06:58,Cash Withdrawal,5000,Credit,10,Failed,Insufficient Cash
TXN011840,ATM1037,2025-01-09 00:00:00,13:13,Cash Withdrawal,500,Debit,4.4,Success,None
TXN011841,ATM1042,2025-05-05 00:00:00,03:21,Cash Withdrawal,500,Debit,2.9,Success,None
TXN011842,ATM1012,2025-03-06 00:00:00,23:27,Cash Withdrawal,2000,Debit,3.3,Success,None
TXN011843,ATM1030,2025-06-26 00:00:00,10:50,Cash Withdrawal,5000,Credit,4.1,Success,None
TXN011844,ATM1048,2025-04-06 00:00:00,06:30,Cash Withdrawal,3000,Debit,2.9,Success,None
TXN011845,ATM1011,2025-10-04 00:00:00,06:33,Cash Withdrawal,2000,Debit,3.4,Success,None
TXN011846,ATM1034,2025-12-04 00:00:00,17:25,Cash Withdrawal,1000,Debit,10.4,Success,None
TXN011847,ATM1001,2025-11-19 00:00:00,09:05,Cash Withdrawal,3000,Debit,4.1,Success,None
TXN011848,ATM1039,2025-01-03 00:00:00,03:04,Cash Withdrawal,10000,Debit,7.8,Success,None
TXN011849,ATM1046,2025-09-10 00:00:00,09:26,Cash Withdrawal,5000,Debit,2.9,Success,None
TXN011850,ATM1045,2025-10-22 00:00:00,18:52,Cash Withdrawal,5000,Debit,2.5,Success,None
TXN011851,ATM1044,2025-10-30 00:00:00,16:58,Cash Withdrawal,2000,Debit,5.2,Success,None
TXN011852,ATM1027,2025-08-09 00:00:00,18:49,Cash Withdrawal,5000,Debit,4.2,Success,None
TXN011853,ATM1031,2025-10-09 00:00:00,09:36,Cash Withdrawal,2000,Debit,4.6,Success,None
TXN011854,ATM1023,2025-02-11 00:00:00,11:43,Cash Withdrawal,5000,Debit,1.7,Success,None
TXN011855,ATM1036,2025-03-29 00:00:00,15:40,Cash Withdrawal,1000,Credit,2,Success,None
TXN011856,ATM1003,2025-06-10 00:00:00,22:55,Cash Withdrawal,2000,Debit,2.5,Success,None
TXN011857,ATM1024,2025-02-08 00:00:00,15:21,Cash Withdrawal,5000,Debit,2.3,Success,None
TXN011858,ATM1038,2025-11-26 00:00:00,21:30,Cash Withdrawal,5000,Debit,4.6,Success,None
TXN011859,ATM1022,2025-05-16 00:00:00,11:26,Cash Withdrawal,10000,Debit,4,Success,None
TXN011860,ATM1003,2025-07-12 00:00:00,10:09,Cash Withdrawal,5000,Debit,4.7,Success,None
TXN011861,ATM1007,2025-02-27 00:00:00,10:32,Cash Withdrawal,5000,Debit,5.5,Failed,Network Error
TXN011862,ATM1014,2025-06-14 00:00:00,16:55,Cash Withdrawal,500,Debit,4,Success,None
TXN011863,ATM1011,2025-03-26 00:00:00,18:32,Cash Withdrawal,2000,Debit,3.8,Success,None
TXN011864,ATM1001,2025-10-06 00:00:00,03:42,Cash Withdrawal,3000,Debit,3.5,Success,None
TXN011865,ATM1050,2025-11-16 00:00:00,15:53,Cash Withdrawal,1000,Debit,5.6,Success,None
TXN011866,ATM1050,2025-03-04 00:00:00,06:22,Cash Withdrawal,2000,Debit,8.6,Success,None
TXN011867,ATM1019,2025-08-08 00:00:00,21:04,Cash Withdrawal,20000,Debit,5.8,Success,None
TXN011868,ATM1026,2025-01-04 00:00:00,07:18,Cash Withdrawal,3000,Debit,5.5,Success,None
TXN011869,ATM1021,2025-07-26 00:00:00,13:27,Cash Withdrawal,5000,Debit,4.4,Success,None
TXN011870,ATM1042,2025-07-11 00:00:00,19:47,Cash Withdrawal,2000,Debit,3.4,Success,None
TXN011871,ATM1005,2025-05-30 00:00:00,07:00,Cash Withdrawal,2000,Debit,3.7,Success,None
TXN011872,ATM1048,2025-08-25 00:00:00,08:15,Cash Withdrawal,2000,Debit,3.1,Success,None
TXN011873,ATM1034,2025-07-23 00:00:00,02:49,Cash Withdrawal,5000,Debit,7.4,Success,None
TXN011874,ATM1002,2025-02-03 00:00:00,19:54,Cash Withdrawal,3000,Debit,5.2,Success,None
TXN011875,ATM1003,2025-10-12 00:00:00,23:26,Cash Withdrawal,500,Debit,3.7,Success,None
TXN011876,ATM1036,2025-06-13 00:00:00,04:15,Cash Withdrawal,5000,Debit,1.5,Failed,Insufficient Cash
TXN011877,ATM1035,2025-05-03 00:00:00,21:04,Cash Withdrawal,1000,Debit,2.3,Success,None
TXN011878,ATM1050,2025-05-25 00:00:00,13:01,Cash Withdrawal,2000,Debit,7.7,Success,None
TXN011879,ATM1034,2025-07-23 00:00:00,07:12,Cash Withdrawal,3000,Debit,3.5,Success,None
TXN011880,ATM1040,2025-10-22 00:00:00,03:13,Cash Withdrawal,2000,Debit,3.8,Success,None
TXN011881,ATM1041,2025-06-08 00:00:00,02:51,Cash Withdrawal,3000,Debit,4.8,Success,None
TXN011882,ATM1038,2025-12-18 00:00:00,10:13,Cash Withdrawal,500,Debit,6.5,Success,None
TXN011883,ATM1024,2025-04-20 00:00:00,03:11,Cash Withdrawal,500,Debit,4.1,Success,None
TXN011884,ATM1033,2025-05-24 00:00:00,06:32,Cash Withdrawal,10000,Debit,7.6,Success,None
TXN011885,ATM1009,2025-09-17 00:00:00,05:20,Cash Withdrawal,5000,Debit,6.9,Success,None
TXN011886,ATM1011,2025-02-23 00:00:00,20:25,Cash Withdrawal,5000,Debit,2,Success,None
TXN011887,ATM1001,2025-09-20 00:00:00,13:37,Cash Withdrawal,5000,Debit,3.6,Success,None
TXN011888,ATM1015,2025-02-01 00:00:00,10:04,Cash Withdrawal,5000,Debit,3.5,Success,None
TXN011889,ATM1034,2025-04-12 00:00:00,01:37,Cash Withdrawal,3000,Debit,4,Success,None
TXN011890,ATM1035,2025-02-07 00:00:00,22:17,Cash Withdrawal,5000,Debit,3,Success,None
TXN011891,ATM1010,2025-05-29 00:00:00,01:17,Cash Withdrawal,1000,Debit,8.2,Success,None
TXN011892,ATM1024,2025-07-07 00:00:00,15:32,Cash Withdrawal,1000,Debit,3.7,Success,None
TXN011893,ATM1026,2025-07-14 00:00:00,01:28,Cash Withdrawal,3000,Debit,2.8,Success,None
TXN011894,ATM1041,2025-03-03 00:00:00,09:06,Cash Withdrawal,1000,Debit,5.3,Success,None
TXN011895,ATM1007,2025-07-25 00:00:00,07:40,Cash Withdrawal,2000,Credit,5.8,Success,None
TXN011896,ATM1016,2025-07-07 00:00:00,11:04,Cash Withdrawal,5000,Debit,6.1,Success,None
TXN011897,ATM1026,2025-02-09 00:00:00,02:39,Cash Withdrawal,10000,Debit,5.1,Success,None
TXN011898,ATM1032,2025-05-20 00:00:00,06:08,Cash Withdrawal,2000,Debit,3.5,Success,None
TXN011899,ATM1027,2025-04-22 00:00:00,12:43,Cash Withdrawal,2000,Debit,3.6,Success,None
TXN011900,ATM1041,2025-08-28 00:00:00,10:43,Cash Withdrawal,3000,Debit,5.5,Success,None
TXN011901,ATM1019,2025-02-18 00:00:00,16:07,Cash Withdrawal,5000,Debit,2.9,Success,None
TXN011902,ATM1004,2025-03-09 00:00:00,08:46,Cash Withdrawal,10000,Debit,5.1,Success,None
TXN011903,ATM1011,2025-10-12 00:00:00,07:19,Cash Withdrawal,2000,Debit,5.8,Success,None
TXN011904,ATM1044,2025-07-31 00:00:00,10:28,Cash Withdrawal,3000,Debit,2.1,Success,None
TXN011905,ATM1050,2025-12-21 00:00:00,04:34,Cash Withdrawal,2000,Debit,2.7,Success,None
TXN011906,ATM1024,2025-02-15 00:00:00,17:57,Cash Withdrawal,5000,Debit,6.5,Success,None
TXN011907,ATM1008,2025-03-28 00:00:00,13:27,Cash Withdrawal,10000,Debit,1.8,Success,None
TXN011908,ATM1034,2025-02-01 00:00:00,03:45,Cash Withdrawal,10000,Debit,4.1,Success,None
TXN011909,ATM1048,2025-11-04 00:00:00,15:29,Cash Withdrawal,2000,Debit,3.2,Success,None
TXN011910,ATM1019,2025-08-18 00:00:00,08:15,Cash Withdrawal,3000,Debit,2.5,Success,None
TXN011911,ATM1041,2025-05-06 00:00:00,04:56,Cash Withdrawal,5000,Debit,8,Success,None
TXN011912,ATM1014,2025-07-06 00:00:00,02:50,Cash Withdrawal,10000,Debit,4.6,Success,None
TXN011913,ATM1030,2025-12-08 00:00:00,07:32,Cash Withdrawal,3000,Debit,6.4,Success,None
TXN011914,ATM1027,2025-01-12 00:00:00,16:56,Cash Withdrawal,5000,Debit,3.4,Success,None
TXN011915,ATM1018,2025-06-21 00:00:00,18:00,Cash Withdrawal,2000,Debit,2.2,Success,None
TXN011916,ATM1050,2025-05-31 00:00:00,05:11,Cash Withdrawal,10000,Debit,4.2,Success,None
TXN011917,ATM1004,2025-04-07 00:00:00,16:40,Cash Withdrawal,5000,Debit,4.9,Success,None
TXN011918,ATM1017,2025-10-16 00:00:00,02:07,Cash Withdrawal,3000,Debit,3.1,Success,None
TXN011919,ATM1004,2025-03-13 00:00:00,09:34,Cash Withdrawal,5000,Debit,4.6,Success,None
TXN011920,ATM1002,2025-08-04 00:00:00,15:02,Cash Withdrawal,5000,Debit,4.9,Success,None
TXN011921,ATM1035,2025-04-07 00:00:00,06:38,Cash Withdrawal,500,Debit,4.7,Success,None
TXN011922,ATM1014,2025-08-03 00:00:00,19:29,Cash Withdrawal,2000,Debit,3.3,Success,None
TXN011923,ATM1015,2025-03-06 00:00:00,04:22,Cash Withdrawal,5000,Debit,3.5,Success,None
TXN011924,ATM1015,2025-10-06 00:00:00,05:36,Cash Withdrawal,1000,Debit,3.4,Success,None
TXN011925,ATM1007,2025-06-10 00:00:00,08:12,Cash Withdrawal,5000,Debit,9.1,Success,None
TXN011926,ATM1035,2025-07-10 00:00:00,10:29,Cash Withdrawal,5000,Credit,4.1,Success,None
TXN011927,ATM1030,2025-05-12 00:00:00,06:19,Cash Withdrawal,1000,Debit,2.8,Success,None
TXN011928,ATM1038,2025-12-30 00:00:00,19:52,Cash Withdrawal,1000,Debit,4.9,Success,None
TXN011929,ATM1032,2025-05-16 00:00:00,18:54,Cash Withdrawal,10000,Debit,4.2,Success,None
TXN011930,ATM1028,2025-07-15 00:00:00,12:21,Cash Withdrawal,5000,Debit,6,Success,None
TXN011931,ATM1031,2025-04-29 00:00:00,06:41,Cash Withdrawal,1000,Debit,2.5,Success,None
TXN011932,ATM1049,2025-12-07 00:00:00,08:53,Cash Withdrawal,1000,Debit,6.9,Success,None
TXN011933,ATM1048,2025-05-19 00:00:00,15:01,Cash Withdrawal,500,Debit,5.4,Success,None
TXN011934,ATM1021,2025-04-16 00:00:00,10:24,Cash Withdrawal,2000,Debit,8,Success,None
TXN011935,ATM1041,2025-08-07 00:00:00,13:21,Cash Withdrawal,2000,Credit,4.7,Success,None
TXN011936,ATM1035,2025-06-30 00:00:00,15:37,Cash Withdrawal,3000,Debit,6.5,Success,None
TXN011937,ATM1018,2025-07-07 00:00:00,18:57,Cash Withdrawal,500,Debit,3,Success,None
TXN011938,ATM1006,2025-07-31 00:00:00,16:03,Cash Withdrawal,3000,Debit,12.1,Success,None
TXN011939,ATM1040,2025-07-13 00:00:00,07:56,Cash Withdrawal,1000,Debit,3.6,Failed,Network Error
TXN011940,ATM1037,2025-06-08 00:00:00,18:19,Cash Withdrawal,3000,Debit,3.9,Success,None
TXN011941,ATM1043,2025-10-08 00:00:00,03:44,Cash Withdrawal,20000,Debit,6.4,Success,None
TXN011942,ATM1040,2025-11-08 00:00:00,12:58,Cash Withdrawal,3000,Debit,2.1,Success,None
TXN011943,ATM1032,2025-09-02 00:00:00,00:44,Cash Withdrawal,5000,Debit,5.2,Success,None
TXN011944,ATM1003,2025-12-27 00:00:00,07:02,Cash Withdrawal,10000,Debit,8.7,Success,None
